簡體字,正體字,非對稱簡繁字
腥,['腥'],False
萼,['萼'],False
绢,['絹'],False
腮,['腮'],False
莴,['萵'],False
脚,['腳'],False
葡,['葡'],False
绑,['綁'],False
肿,['腫'],False
董,['董'],False
绥,['綏'],False
腹,['腹'],False
葩,['葩'],False
置,['置'],False
腺,['腺'],False
虏,['虜'],False
罩,['罩'],False
脑,['腦'],False
虞,['虞'],False
罪,['罪'],False
舅,['舅'],False
号,['號'],False
署,['署'],False
艇,['艇'],False
蛹,['蛹'],False
义,['義'],False
蒂,['蒂'],False
蜓,['蜓'],False
羡,['羨'],False
荤,['葷'],False
蜈,['蜈'],False
群,['群'],False
落,['落'],False
蜇,['蜇'],False
圣,['聖'],False
萱,['萱'],False
蜀,['蜀'],False
聘,['聘'],False
葵,['葵'],False
蛾,['蛾'],False
肆,['肆'],False
苇,['葦'],False
蜕,['蛻'],False
肄,['肄'],False
葫,['葫'],False
蜂,['蜂'],False
腱,['腱'],False
叶,['葉'],False
蜃,['蜃'],False
腰,['腰'],False
葬,['葬'],False
衙,['衙'],False
肠,['腸'],False
葛,['葛'],False
裟,['裟'],False
裔,['裔'],False
话,['話'],False
跟,['跟'],False
裙,['裙'],False
诛,['誅'],False
跨,['跨'],False
补,['補'],False
诡,['詭'],False
路,['路'],False
裘,['裘'],False
询,['詢'],False
跳,['跳'],False
装,['裝'],False
诠,['詮'],False
跺,['跺'],False
诟,['詬'],False
跪,['跪'],False
袅,"['裊', '嬝']",True
詹,['詹'],False
躲,['躲'],False
裕,['裕'],False
豢,['豢'],False
较,['較'],False
解,['解'],False
貊,['貊'],False
载,['載'],False
诧,['詫'],False
貉,['貉'],False
轼,['軾'],False
该,['該'],False
贼,['賊'],False
轾,['輊'],False
详,['詳'],False
资,['資'],False
辟,"['辟', '闢']",True
试,['試'],False
贾,['賈'],False
农,['農'],False
诗,['詩'],False
贿,['賄'],False
运,['運'],False
诘,['詰'],False
赀,['貲'],False
赁,['賃'],False
道,['道'],False
诙,['詼'],False
赂,['賂'],False
遂,['遂'],False
诣,['詣'],False
赅,['賅'],False
达,['達'],False
诚,['誠'],False
迹,['跡'],False
逼,['逼'],False
违,['違'],False
铀,['鈾'],False
预,['預'],False
遐,['遐'],False
铅,['鉛'],False
顽,['頑'],False
遇,['遇'],False
顿,['頓'],False
遏,['遏'],False
钩,['鉤'],False
顼,['頊'],False
过,['過'],False
铂,['鉑'],False
颁,['頒'],False
遍,['遍'],False
铃,['鈴'],False
颂,['頌'],False
遑,['遑'],False
闸,['閘'],False
饲,['飼'],False
逾,['逾'],False
隘,['隘'],False
饴,['飴'],False
遁,['遁'],False
隔,['隔'],False
饱,['飽'],False
邹,['鄒'],False
陨,['隕'],False
饰,['飾'],False
酬,['酬'],False
雍,['雍'],False
驰,['馳'],False
酪,['酪'],False
雉,['雉'],False
驮,['馱'],False
酩,['酩'],False
雷,['雷'],False
驯,['馴'],False
釉,['釉'],False
电,['電'],False
鸠,['鳩'],False
钴,['鈷'],False
雹,['雹'],False
麂,['麂'],False
钳,['鉗'],False
零,['零'],False
鼎,['鼎'],False
钹,['鈸'],False
靖,['靖'],False
鼓,['鼓'],False
钚,['鈽'],False
靴,['靴'],False
鼠,['鼠'],False
钾,['鉀'],False
靶,['靶'],False
僧,['僧'],False
嗽,['嗽'],False
寿,['壽'],False
僮,['僮'],False
呕,['嘔'],False
侥,['僥'],False
叹,['嘆'],False
梦,['夢'],False
僖,['僖'],False
嘉,['嘉'],False
夤,['夤'],False
僭,['僭'],False
喽,['嘍'],False
夺,['奪'],False
僚,['僚'],False
嘎,['嘎'],False
奁,['奩'],False
嗷,['嗷'],False
嫡,['嫡'],False
像,['像'],False
啧,['嘖'],False
嫦,['嫦'],False
侨,['僑'],False
嘟,['嘟'],False
嫩,['嫩'],False
嘈,['嘈'],False
妪,['嫗'],False
兢,['兢'],False
团,['團'],False
嫖,['嫖'],False
凳,['凳'],False
图,['圖'],False
嫘,['嫘'],False
尘,['塵'],False
嫣,['嫣'],False
匮,['匱'],False
塾,['塾'],False
孵,['孵'],False
厌,['厭'],False
境,['境'],False
寞,['寞'],False
嗾,['嗾'],False
墓,['墓'],False
宁,['寧'],False
嘀,['嘀'],False
垫,['墊'],False
寡,['寡'],False
嘛,['嘛'],False
堑,['塹'],False
寥,['寥'],False
尝,"['嘗', '嚐']",True
墅,['墅'],False
实,['實'],False
寨,['寨'],False
敲,['敲'],False
寝,['寢'],False
愿,"['愿', '願']",True
斡,['斡'],False
寤,['寤'],False
态,['態'],False
旗,['旗'],False
察,['察'],False
慷,['慷'],False
旖,['旖'],False
对,['對'],False
慢,['慢'],False
畅,['暢'],False
屡,['屢'],False
惯,['慣'],False
暨,['暨'],False
崭,['嶄'],False
恸,['慟'],False
榜,['榜'],False
岖,['嶇'],False
惭,['慚'],False
幛,['幛'],False
惨,['慘'],False
榕,['榕'],False
币,['幣'],False
截,['截'],False
槁,['槁'],False
幕,['幕'],False
撇,['撇'],False
荣,['榮'],False
帼,['幗'],False
摘,['摘'],False
杠,['槓'],False
幔,['幔'],False
摔,['摔'],False
构,['構'],False
廓,['廓'],False
撤,['撤'],False
榛,['榛'],False
廖,['廖'],False
摸,['摸'],False
榷,['榷'],False
弊,['弊'],False
搂,['摟'],False
榻,['榻'],False
榫,['榫'],False
彰,['彰'],False
掴,['摑'],False
榴,['榴'],False
彻,['徹'],False
摧,['摧'],False
槐,['槐'],False
枪,['槍'],False
滞,['滯'],False
熄,['熄'],False
榭,['榭'],False
漆,['漆'],False
尔,['爾'],False
槌,['槌'],False
漱,['漱'],False
犒,['犒'],False
歉,['歉'],False
渐,['漸'],False
荦,['犖'],False
歌,['歌'],False
涨,['漲'],False
狱,['獄'],False
氲,['氳'],False
涟,['漣'],False
獐,['獐'],False
漳,['漳'],False
漕,['漕'],False
瑶,['瑤'],False
演,['演'],False
漫,['漫'],False
琐,['瑣'],False
滚,['滾'],False
漯,['漯'],False
玛,['瑪'],False
漓,['漓'],False
澈,['澈'],False
瑰,['瑰'],False
滴,['滴'],False
漪,['漪'],False
甄,['甄'],False
漩,['漩'],False
沪,['滬'],False
疑,['疑'],False
漾,['漾'],False
渔,['漁'],False
疟,['瘧'],False
漠,['漠'],False
渗,['滲'],False
疡,['瘍'],False
渍,['漬'],False
涤,['滌'],False
疯,['瘋'],False
漏,['漏'],False
熔,['熔'],False
漂,['漂'],False
熙,['熙'],False
痪,['瘓'],False
汉,['漢'],False
煽,['煽'],False
尽,"['盡', '儘']",True
满,['滿'],False
熊,['熊'],False
监,['監'],False
瞄,['瞄'],False
箕,['箕'],False
纲,['綱'],False
睽,['睽'],False
笺,['箋'],False
绮,['綺'],False
睿,['睿'],False
筵,['筵'],False
绸,['綢'],False
睡,['睡'],False
算,['算'],False
绵,['綿'],False
磁,['磁'],False
箝,['箝'],False
碟,['碟'],False
箔,['箔'],False
纶,['綸'],False
碧,['碧'],False
筝,['箏'],False
维,['維'],False
碳,['碳'],False
粹,['粹'],False
绪,['緒'],False
硕,['碩'],False
粽,['粽'],False
缁,['緇'],False
祯,['禎'],False
精,['精'],False
罚,['罰'],False
福,['福'],False
绽,['綻'],False
翠,['翠'],False
祸,['禍'],False
绾,['綰'],False
翡,['翡'],False
种,['種'],False
综,['綜'],False
翟,['翟'],False
称,['稱'],False
绰,['綽'],False
闻,['聞'],False
洼,['窪'],False
绫,['綾'],False
聚,['聚'],False
窝,['窩'],False
绿,['綠'],False
肇,['肇'],False
竭,['竭'],False
紧,['緊'],False
腐,['腐'],False
端,['端'],False
缀,['綴'],False
膀,['膀'],False
管,['管'],False
网,['網'],False
膏,['膏'],False
膈,['膈'],False
蓓,['蓓'],False
诵,['誦'],False
膊,['膊'],False
腿,['腿'],False
苍,['蒼'],False
语,['語'],False
臧,['臧'],False
蜿,['蜿'],False
诬,['誣'],False
蜜,['蜜'],False
认,['認'],False
与,['與'],False
蜻,['蜻'],False
诫,['誡'],False
舔,['舔'],False
蜢,['蜢'],False
誓,['誓'],False
舞,['舞'],False
蜥,['蜥'],False
误,['誤'],False
蓉,['蓉'],False
蜴,['蜴'],False
说,['說'],False
蒿,['蒿'],False
蜘,['蜘'],False
诰,['誥'],False
蚀,['蝕'],False
诲,['誨'],False
蓄,['蓄'],False
裳,['裳'],False
诱,['誘'],False
蒙,"['蒙', '濛', '矇']",True
褂,['褂'],False
诳,['誑'],False
莅,['蒞'],False
裴,['裴'],False
豪,['豪'],False
蒲,['蒲'],False
裹,['裹'],False
蒜,['蒜'],False
裸,['裸'],False
貌,['貌'],False
盖,['蓋'],False
宾,['賓'],False
蒸,['蒸'],False
裨,['裨'],False
赈,['賑'],False
荪,['蓀'],False
褚,['褚'],False
赊,['賒'],False
赫,['赫'],False
铰,['鉸'],False
需,['需'],False
赵,['趙'],False
铐,['銬'],False
靼,['靼'],False
赶,['趕'],False
银,['銀'],False
鞅,['鞅'],False
铜,['銅'],False
韶,['韶'],False
辅,['輔'],False
铭,['銘'],False
颇,['頗'],False
辄,['輒'],False
铢,['銖'],False
领,['領'],False
轻,['輕'],False
铬,['鉻'],False
飒,['颯'],False
铨,['銓'],False
辣,['辣'],False
饺,['餃'],False
远,['遠'],False
阂,['閡'],False
饼,['餅'],False
遘,['遘'],False
闺,['閨'],False
饵,['餌'],False
逊,['遜'],False
闽,['閩'],False
饷,['餉'],False
遣,['遣'],False
阁,['閣'],False
驳,['駁'],False
遥,['遙'],False
阀,['閥'],False
肮,['骯'],False
递,['遞'],False
骰,['骰'],False
鄙,['鄙'],False
隙,['隙'],False
髦,['髦'],False
酵,['酵'],False
障,['障'],False
魁,['魁'],False
酸,['酸'],False
际,['際'],False
魂,['魂'],False
酷,['酷'],False
雌,['雌'],False
鸣,['鳴'],False
鸢,['鳶'],False
厉,['厲'],False
堕,['墮'],False
凤,['鳳'],False
唠,['嘮'],False
嬉,['嬉'],False
嘻,['嘻'],False
娴,['嫻'],False
鼻,['鼻'],False
嘹,['嘹'],False
婵,['嬋'],False
齐,['齊'],False
嘲,['嘲'],False
妩,['嫵'],False
嘿,['嘿'],False
娇,['嬌'],False
亿,['億'],False
哗,"['嘩', '譁']",True
寮,['寮'],False
仪,['儀'],False
嘘,['噓'],False
宽,['寬'],False
僻,['僻'],False
噎,['噎'],False
审,['審'],False
僵,['僵'],False
噗,['噗'],False
写,['寫'],False
价,['價'],False
喷,['噴'],False
层,['層'],False
侬,['儂'],False
嘶,['嘶'],False
履,['履'],False
侩,['儈'],False
啸,['嘯'],False
嶝,['嶝'],False
俭,['儉'],False
叽,['嘰'],False
幢,['幢'],False
凛,['凜'],False
墀,['墀'],False
帜,['幟'],False
剧,['劇'],False
墟,['墟'],False
废,['廢'],False
劈,['劈'],False
增,['增'],False
厨,['廚'],False
刘,['劉'],False
坟,['墳'],False
庙,['廟'],False
剑,['劍'],False
坠,['墜'],False
厮,['廝'],False
广,['廣'],False
憎,['憎'],False
撮,['撮'],False
厂,['廠'],False
憬,['憬'],False
播,['播'],False
弹,['彈'],False
惮,['憚'],False
抚,['撫'],False
影,['影'],False
愤,['憤'],False
德,['德'],False
憔,['憔'],False
撬,['撬'],False
戮,['戮'],False
敌,['敵'],False
庆,['慶'],False
摩,['摩'],False
敷,['敷'],False
慧,['慧'],False
挚,['摯'],False
数,['數'],False
虑,['慮'],False
摹,['摹'],False
暮,['暮'],False
慝,['慝'],False
撞,['撞'],False
暂,['暫'],False
慕,['慕'],False
扑,['撲'],False
暴,['暴'],False
忧,['憂'],False
捞,['撈'],False
样,['樣'],False
撑,['撐'],False
樟,['樟'],False
慰,['慰'],False
撰,['撰'],False
椁,['槨'],False
怂,['慫'],False
拨,['撥'],False
桩,['樁'],False
挠,['撓'],False
枢,['樞'],False
憧,['憧'],False
撕,['撕'],False
标,['標'],False
怜,['憐'],False
撩,['撩'],False
槽,['槽'],False
悯,['憫'],False
撒,['撒'],False
模,['模'],False
楼,['樓'],False
潮,['潮'],False
瘩,['瘩'],False
樊,['樊'],False
澎,['澎'],False
瘟,['瘟'],False
桨,['槳'],False
潺,['潺'],False
瘤,['瘤'],False
乐,['樂'],False
溃,['潰'],False
瘦,['瘦'],False
枞,['樅'],False
润,['潤'],False
疮,['瘡'],False
欧,['歐'],False
涧,['澗'],False
皑,['皚'],False
殇,['殤'],False
潘,['潘'],False
皱,['皺'],False
毅,['毅'],False
熟,['熟'],False
盘,['盤'],False
殴,['毆'],False
熬,['熬'],False
瞎,['瞎'],False
浆,['漿'],False
热,['熱'],False
眯,['瞇'],False
潼,['潼'],False
熨,['熨'],False
瞌,['瞌'],False
澄,['澄'],False
牖,['牖'],False
瞑,['瞑'],False
泼,['潑'],False
牦,['犛'],False
磋,['磋'],False
潦,['潦'],False
奖,['獎'],False
磅,['磅'],False
洁,['潔'],False
獗,['獗'],False
确,['確'],False
浇,['澆'],False
莹,['瑩'],False
磊,['磊'],False
潭,['潭'],False
璋,['璋'],False
碾,['碾'],False
潜,['潛'],False
磕,['磕'],False
潸,['潸'],False
瘠,['瘠'],False
码,['碼'],False
磐,['磐'],False
纬,['緯'],False
肤,['膚'],False
稿,['稿'],False
蔗,['蔗'],False
稼,['稼'],False
缄,['緘'],False
蔽,['蔽'],False
缅,['緬'],False
蔚,['蔚'],False
稽,['稽'],False
缉,['緝'],False
莲,['蓮'],False
稷,['稷'],False
编,['編'],False
蔬,['蔬'],False
稻,['稻'],False
缘,['緣'],False
荫,['蔭'],False
窑,['窯'],False
缐,['線'],False
蔓,['蔓'],False
穷,['窮'],False
缎,['緞'],False
蔑,['蔑'],False
箭,['箭'],False
缓,['緩'],False
蒋,['蔣'],False
箱,['箱'],False
缍,['綞'],False
蔡,['蔡'],False
骂,['罵'],False
箴,['箴'],False
罢,['罷'],False
蓬,['蓬'],False
篆,['篆'],False
羯,['羯'],False
葱,['蔥'],False
篇,['篇'],False
翩,['翩'],False
蓿,['蓿'],False
篁,['篁'],False
膛,['膛'],False
螂,['螂'],False
糊,['糊'],False
膜,['膜'],False
蝴,['蝴'],False
缔,['締'],False
膝,['膝'],False
蝶,['蝶'],False
练,['練'],False
胶,['膠'],False
蝠,['蝠'],False
虾,['蝦'],False
课,['課'],False
质,['質'],False
蜗,['蝸'],False
诿,['諉'],False
赭,['赭'],False
谄,['諂'],False
趟,['趟'],False
蝙,['蝙'],False
调,['調'],False
趣,['趣'],False
蝗,['蝗'],False
谁,['誰'],False
蝌,['蝌'],False
论,['論'],False
践,['踐'],False
卫,['衛'],False
诤,['諍'],False
踝,['踝'],False
豌,['豌'],False
踢,['踢'],False
褐,['褐'],False
竖,['豎'],False
踏,['踏'],False
猪,['豬'],False
踩,['踩'],False
褒,['褒'],False
赔,['賠'],False
踟,['踟'],False
褓,['褓'],False
赏,['賞'],False
躺,['躺'],False
谊,['誼'],False
赋,['賦'],False
辉,['輝'],False
谅,['諒'],False
贱,['賤'],False
辆,['輛'],False
谈,['談'],False
账,['賬'],False
辍,['輟'],False
谆,['諄'],False
赌,['賭'],False
辈,['輩'],False
诞,['誕'],False
贤,['賢'],False
辇,['輦'],False
请,['請'],False
卖,['賣'],False
轮,['輪'],False
诸,['諸'],False
赐,['賜'],False
辎,['輜'],False
适,['適'],False
锐,['銳'],False
驼,['駝'],False
遮,['遮'],False
锉,['銼'],False
驻,['駐'],False
遨,['遨'],False
锋,['鋒'],False
驷,['駟'],False
遭,['遭'],False
闾,['閭'],False
驶,['駛'],False
迁,['遷'],False
阅,['閱'],False
驽,['駑'],False
邻,['鄰'],False
霄,['霄'],False
驾,['駕'],False
郑,['鄭'],False
霆,['霆'],False
驹,['駒'],False
邓,['鄧'],False
震,['震'],False
驸,['駙'],False
鄱,['鄱'],False
霉,"['霉', '黴']",True
骷,['骷'],False
醇,['醇'],False
靠,['靠'],False
醉,['醉'],False
鞍,['鞍'],False
髯,['髯'],False
醋,['醋'],False
鞋,['鞋'],False
闹,['鬧'],False
腌,['醃'],False
巩,['鞏'],False
魅,['魅'],False
锌,['鋅'],False
颉,['頡'],False
魄,['魄'],False
锑,['銻'],False
鱿,['魷'],False
销,['銷'],False
养,['養'],False
鲁,['魯'],False
铺,['鋪'],False
饿,['餓'],False
鸩,['鴆'],False
锄,['鋤'],False
馁,['餒'],False
鸦,['鴉'],False
铝,['鋁'],False
麸,['麩'],False
麾,['麾'],False
噪,['噪'],False
惫,['憊'],False
黎,['黎'],False
器,['器'],False
懔,['懍'],False
墨,['墨'],False
哝,['噥'],False
忆,['憶'],False
齿,['齒'],False
噱,['噱'],False
憾,['憾'],False
嗳,['噯'],False
懂,['懂'],False
儒,['儒'],False
噬,['噬'],False
懊,['懊'],False
噢,['噢'],False
懈,['懈'],False
俦,['儔'],False
壁,['壁'],False
战,['戰'],False
傧,['儐'],False
垦,['墾'],False
擅,['擅'],False
冀,['冀'],False
坛,"['壇', '罈']",True
拥,['擁'],False
凝,['凝'],False
壅,['壅'],False
挡,['擋'],False
剂,['劑'],False
奋,['奮'],False
挞,['撻'],False
噙,['噙'],False
撼,['撼'],False
噫,['噫'],False
嬴,['嬴'],False
据,['據'],False
学,['學'],False
掳,['擄'],False
噩,['噩'],False
导,['導'],False
择,['擇'],False
噤,['噤'],False
宪,['憲'],False
擂,['擂'],False
吨,['噸'],False
凭,['憑'],False
操,['操'],False
嘴,['嘴'],False
憩,['憩'],False
捡,['撿'],False
擒,['擒'],False
机,['機'],False
熹,['熹'],False
担,['擔'],False
歙,['歙'],False
燎,['燎'],False
整,['整'],False
历,"['歷', '曆']",True
烫,['燙'],False
濂,['濂'],False
焖,['燜'],False
晓,['曉'],False
淀,['澱'],False
燃,['燃'],False
暹,['暹'],False
澡,['澡'],False
樽,['樽'],False
浓,['濃'],False
独,['獨'],False
泽,['澤'],False
璜,['璜'],False
桦,['樺'],False
浊,['濁'],False
玑,['璣'],False
橙,['橙'],False
澧,['澧'],False
瓢,['瓢'],False
横,['橫'],False
澳,['澳'],False
瓯,['甌'],False
橘,['橘'],False
激,['激'],False
瘴,['瘴'],False
树,['樹'],False
澹,['澹'],False
瘸,['瘸'],False
橄,['橄'],False
炽,['熾'],False
卢,['盧'],False
椭,['橢'],False
炖,['燉'],False
盥,['盥'],False
橡,['橡'],False
磷,"['燐', '磷']",True
瞠,['瞠'],False
桥,['橋'],False
烧,['燒'],False
瞒,['瞞'],False
橇,['橇'],False
灯,['燈'],False
瞟,['瞟'],False
樵,['樵'],False
燕,['燕'],False
瞥,['瞥'],False
磨,['磨'],False
缣,['縑'],False
荡,"['蕩', '盪']",True
砖,['磚'],False
萦,['縈'],False
蕃,['蕃'],False
磬,['磬'],False
缚,['縛'],False
蕉,['蕉'],False
县,['縣'],False
萧,['蕭'],False
积,['積'],False
罹,['罹'],False
芜,['蕪'],False
颖,['穎'],False
羲,['羲'],False
螃,['螃'],False
穆,['穆'],False
翰,['翰'],False
螟,['螟'],False
稣,['穌'],False
翱,['翱'],False
蚂,['螞'],False
窥,['窺'],False
膳,['膳'],False
萤,['螢'],False
篙,['篙'],False
腻,['膩'],False
融,['融'],False
蓑,['簑'],False
膨,['膨'],False
衡,['衡'],False
筑,['築'],False
臻,['臻'],False
褪,['褪'],False
笃,['篤'],False
兴,['興'],False
裤,['褲'],False
箬,['篛'],False
艘,['艘'],False
褥,['褥'],False
篡,['篡'],False
舱,['艙'],False
褫,['褫'],False
筛,['篩'],False
蕊,['蕊'],False
亲,['親'],False
糕,['糕'],False
蕙,['蕙'],False
觎,['覦'],False
糖,['糖'],False
蕈,['蕈'],False
谛,['諦'],False
缢,['縊'],False
蕨,['蕨'],False
谚,['諺'],False
谏,['諫'],False
踵,['踵'],False
钢,['鋼'],False
讳,['諱'],False
辐,['輻'],False
锡,['錫'],False
谋,['謀'],False
辑,['輯'],False
录,['錄'],False
谍,['諜'],False
输,['輸'],False
铮,['錚'],False
谐,['諧'],False
辨,['辨'],False
锥,['錐'],False
谘,['諮'],False
办,['辦'],False
锦,['錦'],False
诺,['諾'],False
遵,['遵'],False
阎,['閻'],False
谒,['謁'],False
遴,['遴'],False
隧,['隧'],False
谓,['謂'],False
选,['選'],False
随,['隨'],False
讽,['諷'],False
迟,['遲'],False
险,['險'],False
谕,['諭'],False
辽,['遼'],False
豫,['豫'],False
遗,['遺'],False
霎,['霎'],False
猫,['貓'],False
醒,['醒'],False
赖,['賴'],False
锭,['錠'],False
霖,['霖'],False
蹄,['蹄'],False
霍,['霍'],False
踱,['踱'],False
锯,['鋸'],False
霓,['霓'],False
踊,['踴'],False
锰,['錳'],False
霏,['霏'],False
蹂,['蹂'],False
错,['錯'],False
靛,['靛'],False
踹,['踹'],False
钱,['錢'],False
静,['靜'],False
髻,['髻'],False
励,['勵'],False
鞘,['鞘'],False
髭,['髭'],False
嚎,['嚎'],False
颊,['頰'],False
咛,['嚀'],False
颈,['頸'],False
鲍,['鮑'],False
频,['頻'],False
鸵,['鴕'],False
嚅,['嚅'],False
颔,['頷'],False
鸪,['鴣'],False
吓,['嚇'],False
头,['頭'],False
鸯,['鴦'],False
嚏,['嚏'],False
颓,['頹'],False
鸭,['鴨'],False
壕,['壕'],False
颐,['頤'],False
鸰,['鴒'],False
压,['壓'],False
餐,['餐'],False
鸳,['鴛'],False
壑,['壑'],False
馆,['館'],False
默,['默'],False
婴,['嬰'],False
饯,['餞'],False
黔,['黔'],False
嫔,['嬪'],False
馄,['餛'],False
龙,['龍'],False
嬷,['嬤'],False
馅,['餡'],False
龟,['龜'],False
孺,['孺'],False
骇,['駭'],False
尴,['尷'],False
骈,['駢'],False
优,['優'],False
屿,['嶼'],False
骆,['駱'],False
偿,['償'],False
岭,['嶺'],False
骸,['骸'],False
儡,['儡'],False
骼,['骼'],False
储,['儲'],False
帮,['幫'],False
弥,"['彌', '瀰']",True
檀,['檀'],False
营,['營'],False
徽,['徽'],False
档,['檔'],False
燮,['燮'],False
应,['應'],False
檄,['檄'],False
灿,['燦'],False
恳,['懇'],False
检,['檢'],False
燥,['燥'],False
懦,['懦'],False
桧,['檜'],False
烛,['燭'],False
戏,['戲'],False
栉,['櫛'],False
戴,['戴'],False
殓,['殮'],False
烩,['燴'],False
擎,['擎'],False
泞,['濘'],False
爵,['爵'],False
击,['擊'],False
滨,['濱'],False
墙,['牆'],False
擘,['擘'],False
济,['濟'],False
狞,['獰'],False
挤,['擠'],False
濠,['濠'],False
获,"['獲', '穫']",True
拧,['擰'],False
璩,['璩'],False
擦,['擦'],False
涛,['濤'],False
环,['環'],False
拟,['擬'],False
滥,['濫'],False
瑷,['璦'],False
搁,['擱'],False
濯,['濯'],False
痨,['癆'],False
敛,['斂'],False
涩,['澀'],False
疗,['療'],False
毙,['斃'],False
癌,['癌'],False
曙,['曙'],False
濡,['濡'],False
暧,['曖'],False
燧,['燧'],False
瞳,['瞳'],False
瞪,['瞪'],False
糜,['糜'],False
聱,['聱'],False
瞰,['瞰'],False
粪,['糞'],False
声,['聲'],False
瞬,['瞬'],False
糢,['糢'],False
聪,['聰'],False
瞧,['瞧'],False
糟,['糟'],False
联,['聯'],False
糙,['糙'],False
耸,['聳'],False
矫,['矯'],False
缩,['縮'],False
臆,['臆'],False
绩,['績'],False
臃,['臃'],False
磺,['磺'],False
缪,['繆'],False
膺,['膺'],False
磴,['磴'],False
缕,['縷'],False
臂,['臂'],False
矶,['磯'],False
缧,['縲'],False
臀,['臀'],False
礁,['礁'],False
绷,['繃'],False
脓,['膿'],False
禧,['禧'],False
缝,['縫'],False
胆,['膽'],False
禅,['禪'],False
总,['總'],False
脸,['臉'],False
穗,['穗'],False
纵,['縱'],False
脍,['膾'],False
簇,['簇'],False
缫,['繅'],False
临,['臨'],False
篓,['簍'],False
繁,['繁'],False
举,['舉'],False
篾,['篾'],False
罄,['罄'],False
艰,['艱'],False
篷,['篷'],False
翳,['翳'],False
薪,['薪'],False
糠,['糠'],False
翼,['翼'],False
薄,['薄'],False
蕾,['蕾'],False
褶,['褶'],False
蹋,['蹋'],False
薜,['薜'],False
襄,['襄'],False
蹈,['蹈'],False
褛,['褸'],False
蹊,['蹊'],False
蔷,['薔'],False
觊,['覬'],False
辖,['轄'],False
薯,['薯'],False
谜,['謎'],False
辗,['輾'],False
薛,['薛'],False
谤,['謗'],False
薇,['薇'],False
谦,['謙'],False
辕,['轅'],False
亏,['虧'],False
讲,['講'],False
舆,['輿'],False
蟀,['蟀'],False
谎,['謊'],False
避,['避'],False
蟑,['蟑'],False
谣,['謠'],False
遽,['遽'],False
螳,['螳'],False
谢,['謝'],False
还,['還'],False
蟒,['蟒'],False
誊,['謄'],False
迈,['邁'],False
蟆,['蟆'],False
豁,['豁'],False
邂,['邂'],False
螫,['螫'],False
邀,['邀'],False
蝼,['螻'],False
赚,['賺'],False
鄹,['鄹'],False
螺,['螺'],False
赛,['賽'],False
醣,['醣'],False
蝈,['蟈'],False
购,['購'],False
酝,['醞'],False
蟋,['蟋'],False
趋,['趨'],False
亵,['褻'],False
蹉,['蹉'],False
镀,['鍍'],False
镁,['鎂'],False
虽,['雖'],False
黝,['黝'],False
锚,['錨'],False
霜,['霜'],False
黛,['黛'],False
键,['鍵'],False
霞,['霞'],False
鼾,['鼾'],False
鞠,['鞠'],False
斋,['齋'],False
锲,['鍥'],False
韩,['韓'],False
锅,['鍋'],False
颗,['顆'],False
丛,['叢'],False
锤,['錘'],False
飓,['颶'],False
噜,['嚕'],False
钟,"['鍾', '鐘']",True
骋,['騁'],False
圹,['壙'],False
锹,['鍬'],False
骏,['駿'],False
垒,['壘'],False
锻,['鍛'],False
鲜,['鮮'],False
婶,['嬸'],False
锾,['鍰'],False
鲛,['鮫'],False
彝,['彝'],False
阔,['闊'],False
鲔,['鮪'],False
懑,['懣'],False
阕,['闋'],False
鸿,['鴻'],False
戳,['戳'],False
阑,['闌'],False
鸽,['鴿'],False
扩,['擴'],False
闱,['闈'],False
麋,['麋'],False
掷,['擲'],False
黏,['黏'],False
扰,['擾'],False
隐,['隱'],False
点,['點'],False
撵,['攆'],False
隶,['隸'],False
黜,['黜'],False
摆,['擺'],False
擞,['擻'],False
熏,['燻'],False
簪,['簪'],False
断,['斷'],False
犷,['獷'],False
箪,['簞'],False
朦,['朦'],False
猎,['獵'],False
篑,['簣'],False
槟,['檳'],False
璧,['璧'],False
简,['簡'],False
檬,['檬'],False
瓮,['甕'],False
粮,['糧'],False
柜,['櫃'],False
癖,['癖'],False
织,['織'],False
槛,['檻'],False
疠,['癘'],False
缮,['繕'],False
柠,['檸'],False
绕,['繞'],False
瞽,['瞽'],False
缭,['繚'],False
欤,['歟'],False
瞿,['瞿'],False
绣,['繡'],False
归,['歸'],False
瞻,['瞻'],False
殡,['殯'],False
础,['礎'],False
翘,['翹'],False
泻,['瀉'],False
礼,['禮'],False
翻,['翻'],False
穑,['穡'],False
职,['職'],False
滤,['濾'],False
秽,['穢'],False
聂,['聶'],False
渎,['瀆'],False
窜,['竄'],False
脐,['臍'],False
溅,['濺'],False
窍,['竅'],False
膑,['臏'],False
瀑,['瀑'],False
箫,['簫'],False
旧,['舊'],False
浏,['瀏'],False
簧,['簧'],False
藏,['藏'],False
萨,['薩'],False
踪,['蹤'],False
雏,['雛'],False
蓝,['藍'],False
躯,['軀'],False
鸡,['雞'],False
藐,['藐'],False
转,['轉'],False
鞣,['鞣'],False
辙,['轍'],False
薰,['薰'],False
迩,['邇'],False
鞭,['鞭'],False
蛲,['蟯'],False
医,['醫'],False
额,['額'],False
蝉,['蟬'],False
酱,['醬'],False
颜,['顏'],False
厘,['釐'],False
题,['題'],False
覆,['覆'],False
镕,['鎔'],False
颚,['顎'],False
觐,['覲'],False
镑,['鎊'],False
颛,['顓'],False
觞,['觴'],False
锁,['鎖'],False
飏,['颺'],False
谟,['謨'],False
钨,['鎢'],False
馏,['餾'],False
